ja,zh
今の私なら、更なる高みを目指せると思います！,"지금의 저라면, 한층 더 높은 곳을 목표로 할 수 있을것 만 같아요!"
今回も合格できた\nさて、次のパフォーマンスを考えるとしよう,"이번에도 합격했다
자, 다음의 퍼포먼스를 생각하자"
今日までのこと……\nしっかりと……凛世の胸に……,"오늘까지의 일……
제대로……린제의 가슴에……"
凄い数のファン……。次はもっと大きい会場が必要ですね,엄청난 팬 분들…….다음에는 더 큰 회장이 필요하겠네요.
周りの子たちのレベルの高さに驚かされたな\n私もまだまだということかな,"주변 애들의 높은 레벨에 놀랐구나
나도 아직 멀었다는 말이려나"
灯織ちゃんとめぐるちゃんの足を引っ張らないように\nもっとレッスンしなくちゃ……あの、プロデューサーさん、\n私がくじけないように見ていてくれますか……？,"히오리쨩과 메구루쨩의 방해를 하지 않게
좀 더 레슨을 해야겠어요…… 저, 프로듀서님, 
제가 꺾이지 않게 지켜봐 주실래요……?"
──えへへ、そりゃあね？\n三峰たち、アンティーカですから！,"에헤헤, 그게 그러니까? 
미츠미네들, 안티카니까!"
あっ……,앗……
あっ！,앗!
いつもそばで支えてくれる\nそんなことは知っているけれど\n──これからも……お願いね？,"언제나 곁에서 지탱해 주는
그런 일은 알고 있지만
앞으로도……잘 부탁해요?"
ここまで上がってこれただけでもすごいことです\n……前の自分からは想像もできないですから,"여기까지 올라 것만으로도 굉장한 일이에요
……이전의 나로서는 상상할 수 없으니까요"
ここまで来れたのもプロデューサーのおかげよ。ありがとう,여기까지 올 수 있었던 것도 프로듀서 덕분이야. 고마워요
たっくさんはしゃいで、たっくさんぬれたら、\nもっともっと楽しいです！,"잔뜩 떠들고, 잔뜩 젖으면, 
좀더 좀더 즐겁습니다!"
ひゃあ！？,히야!?
ふぁ……、あ！　すみません……！　あくびなんて、\n恥ずかしいところをお見せしてしまいました……！\n気が緩んでいる証拠ですよね。注意します……！,"후아……, 아! 죄송해요……! 하품이라니,
부끄러운 모습을 보여드렸네요……! 
마음이 해이해졌다는 증거죠.주의할게요……!"
アイドルって楽しいっすね！\n次から次へとやりたいことが出てくるんす！\nホント、奥深いっすね！,"아이돌은 즐겁슴다!
차례차례로 하고 싶은 일이 생김니다
정말, 심오함니다!"
アイドルとして自信をもてるか、まだわかりません……\nでも、プロデューサーさんがいてくれたら、きっと……っ\nこれからもよろしくお願いします、プロデューサーさんっ,"아이돌로서 자신을 가질 수 있을지, 아직 모릅니다.……
그래도 프로듀서님이 있어준다면 반드시……
앞으로도 잘 부탁드립니다, 프로듀서님"
アナタを頼りにしてるのよ！\n一緒にトップを取るわよ！,"당신을 의지하고 있어! 
함께 톱을 따내는 거야!"
プロデューサーさま……どうかなさいましたか……？\n 凛世は、ずっとお傍におります……,"프로듀서님……무슨 일 있으십니까……? 
린제는 계속 곁에 있습니다……"
届かなかったんだ……,닿지 않았구나……
流れ星のように……\nこの一瞬を駆け抜けます！,"별똥별처럼……
이 순간을 달려갑니다!"
目が合ったら──\nえへへっ、かくごしてくださいっ,"시선이 마주치면
에헤헤, 각오해 주세요"
私が、優勝できたなんて……\n夢じゃないんですね……！,"내가, 우승하다니……
꿈은 아니겠죠……!"
私は世界中を笑顔に変えるの！\nまだまだ立ち止まらないわよ,"나는 온 세상을 미소로 바꿀거야! 
아직 멈출 수 없어"
……負けちゃった、かぁ,"……져버린, 건가"
いい曲見つけたんだけど、一緒に聴かない？,"좋은 곡 찾아냈는데, 같이 들을래?"
いけると……思ったんだけど、な……,할 수 있을 거라고……생각했는데 말야……
うわっ,우왓
ここまでやっても、ダメなのかよ\n……はぁ、次頑張るか,"여기까지 해도 안 되는 건가
……하아, 다음엔 열심히 하자"
これからも、もっともっと\n素敵なステージを咲かせて\nいきたいな……,"앞으로도, 더욱더
멋진 스테이지를 피우고
싶어……"
ご注意……ください……\nわたしは……サーカスの獣……──,"주의……해주세요……
나는……서커스의 짐승……"
やっ……たーーーー！　優勝だよーーーー！！,해냈……다―! 우승이야!!
やったぁ！　決勝進出！　優勝目指して頑張るねー！,해냈다아! 결승 진출! 우승 목표로 노력할게!
やったやった！　大金星！\nこの調子でガンガン行っちゃうよー！,"해냈다해냈다! 대성과!
이 상태로 쾅쾅 가버려!"
やった合格！　でもまだまだ頑張らなきゃだね！,해냈다 합격! 그래도 아직 열심히 해야겠다!
ゆ、優勝……\n勝ったって……こと……かな……,"우, 우승……
이겼다는……거……려나……"
よ……喜んで、いいのかな……！\n決勝なんて……わたし……,"기…… 기뻐해도, 좋은 걸까……! 
결승이라니…… 나……"
わたしなりに頑張ったんだけどな……,나 나름대로 노력했지만 말야……
マジか！？\n諦めないで頑張った甲斐があったぜ！,"진짜로!? 
포기하지 않고 노력한 보람이 있었다구!"
今日のおやつはアイスなんだって！\nバニラ、チョコ、ストロベリー、抹茶……迷っちゃうなぁ！\nプロデューサーはどれにする？　好きな味、教えてほしいな！,"오늘 간식은 아이스크림이라던데!
바닐라, 초콜렛, 딸기, 녹차……결정하지 못하겠어! 
프로듀서는 어떤 걸로 할래? 좋아하는 맛, 알려줬으면 좋겠어!"
甜花……いっぱい、頑張った……\n今日の甜花は……おしまい……\nあとは……明日の甜花が……頑張る……,"텐카……잔뜩, 노력했어……
오늘의 텐카는…… 끝……
남은 건……내일의 텐카가……노력할거야……"
甜花、頑張ったけど……勝てなかった……,"텐카, 노력했지만……이길 수 없었다……"
落ちちゃった……今のままじゃ、足りないんだね……,"떨어져 버렸어……지금 이대로는,부족하네……"
っし、けっこーアガってきた～,"좋앗, 불타오른다~"
……これが三峰の実力ってことだよね……,……이것이 미츠미네의 실력이라는 거네요……
ああ……そっか、あとちょっと、届かんかったんか……\nやっぱり、悔しかねー……,"아아…… 그런가, 앞으로 조금, 닿지 않았다는 것인가……
역시, 후회되네……"
お上がりなさい……\n特別な……ピザトースト……,"드세요……
특별한……피자 토스트……"
さ～て、そろそろうちの魅力、\n見せてきますか,"그런데, 슬슬 나의 매력,
보여줄까나"
っ、あー……しくった……！,"읏, 아…… 실수혔다……!"
よっし！　大成功！　さっすが三峰って感じかなー？,좋아! 대성공! 역시 미츠미네라는 느낌이랄까?
わぁ、やりました～！\n本番も、どんなライブになるのか……楽しみです♪,"와아, 했습니다~! 
실전도, 어떤 라이브가 될지......기대됩니다♪"
ファンのみんなのおかげで\n人との繋がりを感じられるよ,"팬분들 덕분에
사람과의 유대감을 느낄 수 있어"
プロデューサー、最高のパフォーマンスをしてくるよ,"프로듀서, 최고의 퍼포먼스를 하고 올께"
プロデューサー、\nマジでサンキュね,"프로듀서, 
진짜로 땡큐야"
プロデューサーってば熱烈だね～\nそんなに真っ向来られたら、相手するしかなくなるじゃん\n妥協しないのも困りものだなぁ、まったく,"프로듀서는 정말 열렬하네~
그렇게 정면으로 오면, 상대할 수 밖에 없게 되잖아
타협하지 않는 것도 곤란하네, 정말"
今回も準備は万端だ……\nステージを盛り上げに行こう,"이번에도 준비는 만단이다……
스테이지를 돋우러 가자"
私、まだまだできないことも、わからないことも\nたくさんあって……。なので、プロデューサーさん\n見守っていてくれると、嬉しいです……！,"나, 아직 할 수 없는 것도, 모르는 것도
많이 있어서......그래서, 프로듀서님
지켜봐 준다면, 기쁘겠습니다……!"
私たち、アルストロメリアのステージ──\n楽しんでもらえたんだなって……嬉しいです……！,"우리들, 알스트로메리아의 스테이지
즐겨 주셨다고 한다면…… 기쁩니다……!"
……ほんとに？\nあさひだけじゃなくて……ふゆたちに、言ってんの？,"…… 정말?
아사히뿐만 아니라... 후유들에게, 말하는 거야?"
あららっ！？,어라라!?
お下がりください……\n五色の嵐が……通ります……,"물러나 주세요……
5색의 폭풍우가……지나갑니다……"
かかとの高か靴の日も……\nそいでタクシーのつかまらん～って時でも、\n──一緒に歩けるんは、うれしかぁ,"굽이 높은 구두인데도……
또 택시가 안잡혀~인데도
함께 걸을 수 있다는 것은, 기쁠까나"
ここで負けるなんて……\n悔しいです……！,"여기서 지다니……
분합니다……!"
す、スゴいですっ……！　努力の成果、ですよね！,"괴, 굉장해요……! 노력의 성과, 인 거네요!"
そっか……わたし、勝てなかったんだ……,"그렇구나…… 나, 이길 수 없었던 거네……"
ついにここまで来れましたっ！\n決勝戦も頑張ります！,"마침내 여기까지 올 수 있었어요! 
결승전도 열심히 하겠습니다!"
なんだか眠そうですね……\n無理をするのは構いませんが、次の日に疲れを持ち越すのは\nよくないですよ、気を付けてくださいね,"왠지 졸리네요……
무리하는건 상관없지만, 다음날에 피로를 미루는건
좋지 않으니, 조심해주세요"
ふふっ、今日は占いでいい結果がでたんです,"후훗, 오늘은 점으로 좋은 결과가 나왔답니다"
や、やっ……たー！　う、うちが一等賞！？\nこ、これホントやんね！？,"해, 해냈……다―! 내, 내가 우승!? 
이, 이거 정말이당가!?"
やったー！　これでトップアイドルに\nまた一歩近づいたばい！,"해냈다―! 이것으로 톱 아이돌에
또 한 걸음 다가갔당께!"
よし！　ここまで来たら目指すは優勝ただひとつ！\n気合入れるばい！,"좋아! 여기까지 오면 목표는 오직 우승!
기합 넣장께!"
ファンのみんなに楽しんでもらえる\n最高の舞台にしたかったのに……本当に残念だ……,"팬 모두가 즐길 수 있는
최고의 무대로 만들고 싶었는데…… 정말 아쉽다……"
プロデューサーさん……\nコデマリさんの花は……春しか知らないんです……\n夏も……秋も……冬も……──,"프로듀서님……
공조팝나무씨의 꽃은…… 봄 밖에 모릅니다……
여름도……가을도……겨울도……"
プロデューサーさんに教えてもらったことが\n私の力になってるって、感じているんですっ\nだから最近レッスンもとっても楽しいなって思いますっ,"프로듀서님으로부터 배운 것이
나에게 힘이 되고 있다고, 느끼고 있어요
그래서 요즘 레슨을 해도 즐겁다고 생각해요"
プロデューサーは\nどういう演出が好きですか？,"프로듀서는
어떤 연출을 좋아합니까?"
プロデューサー\nアナタが仕事に励む姿は、とても勇ましく魅力的だ\nフフ、その頑張りに、私も応えなくてはね,"프로듀서
당신이 일에 힘쓰는 모습은, 정말 용감하고 매력적이다
후후, 그 열의에 나도 응해야겠지"
レッスンの成果を見せられるよう、頑張ります,레슨 성과를 보여줄 수 있도록 열심히 할게요
次のご休暇は、お供をいたします……,"다음의 휴가는, 모시고 가겠습니다……"
決勝進出できたなんて……\n今までの努力も、間違ってなかったみたいです,"결승에 진출할 수 있다니……
지금까지의 노력이, 틀린것이 아니었던것 같습니다"
私たちが旅に出る理由……\nそれを知る旅の始まりですー,"우리가 여행을 떠나는 이유……
그것을 아는 여정의 시작입니다―"
──聴け\n私たちはここにいる,"들어라
우리는 여기 있다"
あの……一緒に、お昼寝……したい……\nダメ……？,"저…… 함께, 낮잠……자고 싶은데……
안돼……?"
いつも通りに\nやるだけですからぁ,"언제나 처럼
할 뿐이니까"
えへへ！　ふゆ、もっと仲良くなりたいです！\n一緒にお話しできたら嬉しいなぁ……,"에헤헤! 후유, 좀 더 친해지고 싶습니다! 
함께 이야기할 수 있으면 기쁠거야……"
ここまで来たので最後まで頑張ります。むんっ,여기까지 왔으니 끝까지 최선을 다할게요. 무응
この時を貴方さまと迎える\n凛世は、果報者でございます,"이 때를 당신과 맞이하는
린제는, 행운아입니다"
ふふー、今日の衣装はぁ\n私に似合うと思いますー,"후후, 오늘의 의상은
나에게 잘 어울린다고 생각합니다―"
ほわぁ！　夢みたいでとても感動ですっ,호와아! 꿈만같아서 너무 감동스러웠습니다
もっともっと、凛世の想いを、\nみなさまに、届けたいのです,"좀더 좀더, 린제의 생각을,
여러분에게, 전하고 싶습니다"
わわ……！,와와……!
準備はすでに、整っており\nます。見ていてください,"준비는 이미, 다 됐습니다
보고 있어 주세요"
私が緊張なんてしてるように\n見えますかぁ？,"제가 긴장한것처럼
보이시나요?"
迷い込んだのなら逃がさない\n……だって、やっと出会えたんだから,"망설였다면 놓치지 않겠어
……왜냐면, 겨우 만날 수 있었으니까"
……勝てた？　本当に！？　やった、やりました！,"……이겼어? 정말로!? 해냈다, 했습니다!"
このネイルどうかな？　衣装と合わせてみたんだー☆,이 네일 어떨까? 의상과 맞춰봤어―☆
フェスって、いい響きよね。スケールの大きさを感じるわ！,"페스는, 좋은 기회지요. 스케일의 크기를 느껴요!"
ヤバ……このドキドキちょっとクセになってきたかも,위험해…… 이 두근거림 조금 버릇이 되버릴지도
今の曲のトレンドは……\nこんなのもいいわね,"지금의 곡의 트랜드는……
이런 것도 좋네요"
今度のステージ衣装、私が提案してもいいかしら,"이번 스테이지 의상, 내가 제안해도 괜찮을까"
夢、じゃない……？\nこんなに大きな舞台で……私が、優勝……！,"꿈, 이 아니야……?
이렇게 큰 무대에서…… 내가, 우승……!"
始まる前に甜花ちゃんにメッセ入れとこ～,시작하기 전에 텐카쨩에게 메시지 넣는 중~
甜花、みんなに……\n想い……伝えたい……！,"텐카, 모두에게……
마음…… 전하고 싶다……!"
甜花が輝けるのは……プロデューサーさんのおかげ……,텐카가 빛나는 것은…… 프로듀서님 덕분……
甜花でも、がんばれる……\nだから、行ってくるね……,"텐카라도, 노력할 수 있어……
그러니까, 갔다올게요……"
78回転の……\n永遠の……時間……,"78회전의……
영원의…… 시간……"
チョコアイドルの真価、発揮できたってことかな！,"쵸코 아이돌의 진가, 발휘할 수 있었다는 걸까!"
不甲斐ない凛世を、お許しください……,"한심한 린제를, 용서해 주세요……"
草笛……\nお上手で……ございます……\nでは……凛世も……,"풀피리……
능숙합……니다……
그럼…… 린제도……"
あちゃー……,아차……
一緒に日向ぼっこしよう？,같이 햇볕 쬐지 않을래?
武者奮いとは……このような気持ちを、言うのでしょう,무사의 전의는……이런 기분을 말하는 거죠
あらら……,어머……
やっぱり、アンティーカなら……\n５人なら、なんだってできるね,"역시, 안티카는……
5명이면, 뭐든지 할 수 있네요"
アタシのソロパート\nしっかりキメるぜ！,"나의 솔로 파트
확실히 해주겠다고!"
ファンのためにも\n頑張ってくるぜ！,"팬들을 위해서라도
노력해 올게!"
プロデューサー\nしっかり見ててくれよな！,"프로듀서
확실히 보고 있어 줘!"
次……イチゴ味に、する……！\nプロデューサーさんは……\n……抹茶味……！,"다음……딸기맛으로 한다……! 
프로듀서님은……
……녹차맛……!"
甘奈と一緒にどっか行こ？,아마나와 함께 어딘가 갈까?
……最近は少しレッスンを頑張ったのでー,…… 최근에는 조금 레슨을 열심히 했기 때문에―
ふふ、ダメだったのね……,"후후, 안됐군요……"
まみみに触ったってことはぁ\n仕返ししてもイイって事ですよねー,"마미미를 만졌다는 건
복수해도 좋다는 거군요―"
みんなに笑顔を届けるのが、ステージっていう場所なんです,"모두에게 미소를 전달하는 것이, 스테이지라고 하는 장소입니다"
やっぱり、みんなはすごいな\nこの調子なら、きっと本番も……,"역시, 모두 굉장하구나
이런 상태라면 반드시 , 반드시 실전도……"
わわっ……,와왓……
トリガーを引けば……\n夏が……参ります……,"트리거를 당기면……
여름이……옵니다……"
プロデューサーさん……\n甜花……がんばる、ね……,"프로듀서님……
텐카…… 노력, 할게……"
プロデューサーさんとお話しすると、\n今日も頑張るぞーって気持ちになれるんです\nだから、明日も明後日も会えたらいいなぁ～、なんて……！,"프로듀서님과 이야기하면, 
오늘도 열심히 하겠다~는 기분이 들어요
그러니까, 내일도 모레도 만날 수 있으면 좋겠다~, 막 이러고……!"
今日……できる気がする……\n行ってみよう……,"오늘……할 수 있을 것 같아
가 보자……"
今日、うまくできたら……\nアイス……ふたつ食べよう……,"오늘, 잘 되면……
아이스크림…… 두 개 먹자……"
優勝……？\nふふ、そっかぁ……,"우승……? 
후후, 그렇구나……"
発令……\n放課後楽園注意報……,"발령……
방과 후 낙원 주의보……"
私、どんな結果でも満足できるように……頑張ります,"저, 어떤 결과라도 만족할 수 있도록…… 노력하겠습니다"
私は、私の道を行くだけ……！,"저는, 저의 길을 갈 뿐……!"
貴方さまが……笑い……\n心臓が鳴る……,"당신이…… 웃으면……
심장이 떨립니다……"
静かに、わくわくしてます……,"조용히, 두근두근 하고 있습니다……"
──……ね、すごく綺麗\nここにプロデューサーと来られたこと……すごく嬉しいよ,"……있지, 굉장히 예쁘다
여기에 프로듀서와 온 거......굉장히 기뻐"
お客さん沢山ですねー、\n私が盛り上げちゃいますー,"관객분들 많네요, 
제가 분위기를 띄우겠습니다―"
どうだ？　この衣装\n……似合ってるか？,"어때? 이 의상
…… 어울릴까?"
なんと、賑やかな……\n華やかな、世界なのでしょう,"무척, 번화한……
화려한, 세계네요"
ふふ、ちょっとずつ、フェスが楽しみになってきました,"후후, 조금씩, 페스가 기다려지기 시작했어요"
みんなを魅了しちゃいますねー\nなんちゃってー,"모두를 매료해 버릴게요―
막 이러고―"
やるじゃない、プロデューサー\nこのままトップを目指して、駆け抜けるわよ！\nちゃんと私についてきてちょうだい！,"꽤 하는데, 프로듀서
이대로 톱을 향해서, 달려 나갈게!
나를 제대로 따라와줘!"
わぁ、合格です♪,"와아, 합격이에요♪"
ステージを盛り上げたら、\n私のこと褒めてくれますかぁ？,"스테이지를 북돋우면,
저를 칭찬해 주실래요?"
フェスって、びりびりしますね……！,"페스는, 찌릿찌릿하네요……!"
フェスの会場って\nバスケの会場より広いんだな,"페스의 회장은
농구장보다 넓구나"
プロデューサーさまに\nちゃんと、見て頂かなければ,"프로듀서님께서
제대로 봐주시지 않으면……"
プロデューサーは、三峰の大事なプロデューサー。それはこれからもずっと変わらないの,"프로듀서는, 미츠미네의 소중한 프로듀서. 그건 앞으로도 쭉 변하지 않을 거야"
今日は家族も\n見に来てるんだぜ？,"오늘은 가족도
보러 온다고?"
私、全てのステージに、感謝してるんです……,"저, 모든 스테이지에, 감사하고 있습니다……"
藁人形も、控室から\n見守って、くれています,"짚 인형도, 대기실에서
지켜봐, 주고 있습니다"
あ、あらっ！,"어, 어랏!"
あのね、すっごくきれいなお花が咲いてて……\n次のお休み、一緒に……見に行かない？,"있잖아, 굉장히 예쁜 꽃이 피어 있어서……
다음 휴일, 함께......보러 가지 않을래?"
いい記事を書いてもらえそうだ！\nこれでお願いしようかな？,"좋은 기사를 받을 수 있을 것 같다!
이것으로 부탁할까?"
たぶん大丈夫だろう\nこれでお願いしようかな？,"아마 괜찮을 거야
이것으로 부탁할까?"
ちょっと心配だけど……\nこれでお願いしようかな？,"조금 걱정되지만……
이것으로 부탁할까?"
はい！\n精いっぱい、お手伝いしますねっ！,"네! 
최대한 도와드릴게요!"
びっくりしましたかぁ？\nふふー……今、びっくり\nしてましたよねー？,"깜짝 놀랐어요?
후후―…… 지금, 깜짝이야
하고 있었지요?"
よかこと言ってくれるとね～！\n本番もがっつ～んといくばい～！,"좋은말 해줬으면 좋겠어~!
실전이라 긴장된당께~!"
わぁ！　いいんですか！？\nはい、喜んで、です！,"와아! 괜찮을까요!?
네, 기꺼이요!"
チョコアイドルの最高の姿、\n見ててくださいねっ……！,"쵸코 아이돌의 최고 모습, 
보고 있어 주세요……!"
プライベートの様子,프라이버시의 모습
プロデューサー、お疲れ様です\n今日の調子ですか、問題ありません\nプロなんですから、気を付けるのは当たり前です,"프로듀서, 수고하셨습니다
오늘의 상태입니까, 문제 없습니다
프로니까, 조심하는 것은 당연합니다"
レッスンの様子,레슨의 모습
今日も全力で盛り上げて\nみせますから！,"오늘도 전력으로 북돋워
보일테니까!"
仕事の様子,일의 모습
会場を甘くとろけさせて\nきちゃいますからっ,"회장을 달콤하게 녹이고
올 테니까"
撮影の後、このドリンクを\nいただいたんです\nとっても綺麗ですよね……！,"촬영 후, 이 드링크를
받았습니다
매우 예쁘네요……!"
果穂、来週から手伝いを頼めるか？,"카호, 다음주부터 도움을 부탁할 수 있을까?"
す～～……は～～……\nうちら、やったば～～い！！！！,"후~…… 하~……
우리들, 해냈어야~!!!!"
えへへー！　今回は\n友達も見に来てるんだー！,"에헤헤! 이번엔
친구들도 보러 왔어―!"
お花のプレゼントを……いっぱい頂きました……！,꽃 선물을…… 많이 받았습니다……!
この衣装、\nヒーローみたいですっ！,"이 의상,
히어로 같아요!"
さすがにもうガチガチでは\nなくなったよねぇ,"역시 이제 덜렁대는 건
없어졌네"
せっかくの応援、ムダに\nしないようにしないと……！,"기껏 받은 응원, 헛되지
않게 해야겠지……!"
ちょっとステージの様子を見てこようかな,잠깐 스테이지의 상태를 보고 올까
どの衣装もかわいくて\n迷っちゃうなぁ！,"어떤 의상도 이뻐서
고민되네!"
ほ、包帯を巻き直したら……\n準備完了……です……！,"부, 붕대를 다시 감으면……
준비 완료……예요……!"
ほわぁ、今日の衣装、とってもかわいいですねっ,"호와, 오늘의 의상, 굉장히 귀엽네요"
よし、今回は以前よりも余裕が持てそうだ,"좋아, 이번에는 이전보다 더 여유가 생길 것 같아"
ステージどんなんやろかー\nちょっと見てきて良かと？,"스테이지 어떠려나―
조금 보고 와도 괜찮을까?"
ファンのみなさんが\n待っていますねっ,"팬분들이
기다리고 있네요"
フェスって……\nとっても素敵なところ……！,"페스는……
정말 멋진 곳……!"
フェスって、試合の雰囲気に\n似てるかも！,"페스는, 시합의 분위기랑
비슷할지도!"
プロデューサー。今日の衣装ちょっと派手じゃなか？\n,프로듀서. 오늘 의상 좀 화려하지 않아?
三峰も楽しんで、お客さんも\n楽しむ！　これが理想！,"미츠미네도 즐기고, 관객도 
즐긴다! 이것이 이상!"
今、次の決めポーズを\n考えてたんですっ！,"지금, 다음 결정적인 포즈를
생각하고 있었어요!"
今日はお父さんとお母さんも\n観に来てくれてるんですよ！,"오늘은 아빠와 엄마도
보러 와 주었습니다!"
可愛い衣装で舞台に立って、\nこれぞアイドル！　ですね！,"귀여운 의상으로 무대에 서서,
이것이야말로 아이돌!"
実はピーちゃんも応援に来てるんですよ？,실은 피쨩도 응원하러 왔거든요?
応援してくれる人のためにも\n頑張らなきゃ……！,"응원해 주는 사람을 위해서도
열심히 하지 않으면...!"
新しい衣装だね、プロデューサー、いいセンスだ,"새로운 의상이구나, 프로듀서, 좋은 센스야"
歌も踊りもバッチリたい！\nあとは転ばんだけ！,"노래도 춤도 빈틈없구마! 
인쟈 남은 건 실전뿐!"
緊張ばかりじゃなくて\n私も楽しんできちゃいますね,"긴장만 하는 게 아니라
저도 즐거워지기 시작하네요"
まだまだ、レッスンが足りないな……,"아직도, 레슨이 부족하구나……"
いい声ですね\n染み渡ります,"좋은 목소리네요
스며들어요"
いいねえ\nキレがあるよ,"좋네
모양새가 있어"
いいわよ……\n正にアイドル！,"좋아요……
확실한 아이돌!"
……合格できたんだ、良かった……,"……합격했구나, 다행이다……"
あれっ、ダメだったんだ……悔しいなぁ,"어랏, 안됐구나…… 분해"
プロデューサー！　合格したよ！　やったぁ！,프로듀서! 합격했어! 해냈다아!
ありゃ、今回はちょっと調子悪かったかな……,"아니, 이번에는 조금 상태가 안 좋았나……"
うちが合格！？\nおお……自分の才能が恐ろしか～！,"나가 합격!?
오……내 재능이 무섭구마잉~!"
いえーい,예이
あぁ、落ちたんですねー,"아아, 떨어졌군요"
いつも通りにやっただけですケド、良かったですー,"평소대로 한 것 뿐입니다만, 다행이네요―"
不合格か……\n次の対策を考えないと……,"불합격인가……
다음 대책을 생각하지 않으면……"
もちろん、よろこんで,"물론, 기꺼이"
よ、よし♪,"조, 좋아♪"
合格……本当……かな……,합격…… 정말…… 일까……
やっぱり……そうなんだ……,역시…… 그렇구나……
もちろん！　おっけーです！,물론! 오케이입니다!
あっ……！　……私じゃ、ダメなのかな……,"앗……! …… 나로는, 안 되는 걸까……"
えっ、私？　ほんとに！？　──やったぁ！,"엣, 나? 정말로!? 해냈다아!"
アタシとか？\n……まぁ、別にいいぜ,"나랑 말이야?
……뭐, 별로 상관없어"
成りました……,해냈습니다……
やったわ！,해냈어!
ええ、もちろん構わないわよ,"응, 물론 그래도 상관없어"
これで終わりじゃないわ。次に繋げるのよ！,이걸로 끝이 아니야. 다음엔 합격할 거야!
合格したわ。まあ、当然の結果ね,"합격했어요. 뭐, 당연한 결과군요"
にへへ……,니헤헤……
甜花で……いいの？\nにへへ……うれしい……,"텐카랑……괜찮아?
헤헤……기뻐……"
まあ、ダメなのね,"뭐, 안되는 거네"
わぁ、合格しちゃったの……！,"와아, 합격해버렸어……!"
あ、合格できたんだ,"아, 합격했구나"
やった！　これであの輝きに近づいた,해냈다! 이걸로 저 빛에 가까워졌어
やった！　このまま行くよ！,해냈다! 이대로 간다!
優勝……！\nこの気持ち、なんかすごい！,"우승……!
이 기분, 뭔가 굉장해!"
わあ……！　いいんですか？,와아……! 그래도 돼요?
みなさん、とっても素敵でした……\n次は、ふゆも負けないよう頑張ります！,"다들, 매우 멋졌어요……
다음에는, 후유도 지지 않게 노력할게요!"
わあっ！\nえへへ、嬉しいです！　ありがとうございます！,"와앗! 
헤헤, 기뻐요! 감사합니다!"
これって……やっぱうちの……,이건…… 역시 나의……
あ～、よかった\nとりま、ひと安心ってカンジかな～,"아~, 다행이다
아무튼, 한시름 놓인달까~"
ファンのみなさんを\n元気にしてきますね！,"팬 모두를
활기차게 만들고 올게요!"
カッコいい必殺ポーズを\n決めてきますっ！,"멋진 필살포즈를
정하고 올게요!"
会場にいるみんなを\n笑顔にしちゃいますよっ！,"회장에 있는 모두를
미소짓게 만들겠어요!"
今のアタシなら、もっとすげーもんをファンに届けられるぜ！,"지금의 나라면, 더 굉장한 것을 팬에게 전해줄 수 있어!"
支えてくれたアンタのために\nこれからも輝き続けてやるよ！,"지탱해 준 널 위해서
앞으로도 계속 빛나줄게!"
アンタに出会えて……\n本当に良かったって思ってる,"너랑 만나서……
정말 다행이라고 생각하고 있어"
一緒に高みを目指しましょう、プロデューサー！,"함께 높은 곳을 목표로 합시다, 프로듀서!"
ファンのみんなが待ってるんだもの、全力で飛ばしていくわよ,"팬들이 기다리고 있는걸, 전력으로 날아가요"
みんなの気持ちに応えるわよ！,모두의 마음에 응할게!
わっ！,왓!
やっりぃ！,앗싸!
ちょ、そんな\nベタベタせんで良かって,"잠깐, 그래\n치덕거리지 않어도 디야"
よしっ！,좋아!
うん！　よかよ～！,응! 좋구마~!
うちと出会う前も、\nプロデューサーはい～っぱい\nうれしかことのあったとやろ……？,"내랑 만나기 전에도,
프로듀서는 자~안뜩
즐거운 일이 있었겠제?"
わ、わたしでよければ……！,"저, 저로 좋으시다면……!"
いぇいっ！,에잇!
あの、あたしと一緒に遊びましょう！,"저기, 저랑 같이 놀아요!"
うん、いいよ☆,"응, 좋아☆"
あちゃー、ダメだったかー……こういうときもあるよね,"아차, 안됐나…… 이럴 때도 있는거지"
やったぁ☆,해냈다아☆
甘奈、合格なの？　やったー☆,"아마나, 합격이야? 해냈다아―☆"
ここまで来たら、あとはトップを目指すしかないよね☆,"여기까지 왔으면, 다음은 톱을 목표로 할 수 밖에 없지☆"
今の気持ち、なんて言えばいいんだろう\nヤバ、ちょっと泣きそうかも……,"지금 이 기분, 뭐라고 말해야 좋을까
위험해, 좀 울 것 같은데……"
……さすがに、強豪ぞろいでしたね\n『W.I.N.G.』、本当にお疲れ様でした,"……역시, 강팀들이 모인 거네요
『W.I.N.G.』, 정말로 수고하셨어요"
……ふふ\n私たちの想いが、伝わったみたいです,"…… 후후
저희들의 마음이, 전해진 것 같아요"
……みんなに感謝を伝えるライブなのになぁ\n三峰たちが嬉しくなっちゃってどうすんの,"……모두에게 감사를 전하는 라이브인데
미츠미네들이 기뻐져서 어떡하지"
あさひ、来週から手伝いを頼めるか？,"아사히, 다음주부터 도움을 부탁할 수 있을까?"
あちゃー、さすがにちょっと厳しかったかー,"아차, 역시 조금 어려웠나―"
ううっ、失敗しちゃった……,"우웃, 실패해 버렸다……"
うちと一緒にお料理せんと？\n作って食べ合いっこするばい！,"내랑 같이 요리 안할랑가?
맹글어서 서로 먹어 보는 거여!"
うん！　もちろんいいよ！,응! 물론 좋아!
ええ、ぜひ,"응, 꼭 좀 하게 해줘"
おっけーおっけー\nこの調子で頑張りまーす,"오케이―오케이
이 상태로 노력하겠습니다"
