text,trans
……何よ、そういうのは言わぬが花なの\r\nあんた、ほんと空気読めないわね,…… 뭐야、그러한 것은 말하지 않지만 꽃인 것\r\n너、정말 공기 읽을 수 없네요
だいたい、あんたなんかに褒められるより\r\n審査員に認められる方が大事なんだから！,대체로、너 따위에 칭찬할 수 있는 것보다\r\n심사원에게 인정되는 (분)편이 큰 일인 것이니까!
……でも、あんたは……\r\nふゆのちっちゃいとこまで、ちゃんと見てるんでしょうね,…… 그렇지만、너는……\r\n후유의 작은 곳까지、제대로 보고 있겠지요
ねえ、どうだったっ！？\r\nふゆの晴れ舞台、さいっこーだったでしょ！,"저기, 어땠어 ! ? \r\n후유의 화려한 무대, 최고였지 !"
ああ、堂々とした良いステージだったよ,"아아, 당당해서 좋은 스테이지였어"
あははっ！　トーゼンよ！\r\nこのふゆが本気を出したんだもの！,아하핫! 당연하지 ! \r\n이 후유가 진심으로 했는걸 !
……でも、もっと良いパフォーマンスだって、できた\r\nあんたも、そう思ってるでしょ,"……하지만, 더욱 좋은 퍼포먼스도, 할 수 있었어\r\n당신도, 그렇게 생각하고 있겠지"
冬優子……\r\n確かに、更に良いパフォーマンスになる余地はあった,"후유코……\r\n확실히, 더욱 좋은 퍼포먼스가 될 여지는 있었어"
けどそれは、今の冬優子が悪かったってわけじゃない\r\nこれから、もっと良い冬優子になれるって話だ,"하지만 그건, 지금의 후유코가 좋지 않았다는 게 아냐\r\n지금부터, 더 나은 후유코가 될 수 있다는 이야기야"
もっと良い冬優子……か\r\nあははっ！　見てみたいわね、それ,"더 나은 후유코…… 인가\r\n아하하! 보고 싶네, 그건"
もっともっと良い、最高の上を突っ走るふゆを……\r\nファンにも、スタッフにも見せつけてやる！,"더더욱 나은, 최고 그 이상을 질주하는 후유를……\r\n팬에게도, 스탭에게도 과시해 주겠어 !"
その意気だぞ、冬優子！,"그 기개야, 후유코 !"
なーに他人事っぽく言ってんのよ\r\nもちろんあんたにも、最高のふゆを見せてあげるんだから！,"뭘 남일처럼 말하고 있는 거야\r\n물론 너에게도, 최고의 후유를 보여줄 거니까 !"
冬優子、それは……\r\n料理の本を読んでるのか？,후유코、그것은……\r\n요리의 책을 읽고 있는지?
うん\r\n最近仕事ばっかでしてなかったからね,응\r\n최근 일뿐으로 하고 없었으니까
たまには新しいの作りたいなー……って\r\n何よ、変な顔して,가끔 씩은 새로운 것 만들고 싶구나…… 는\r\n뭐야、이상한 얼굴 해
ああ、いや……,아아、아니……
な……っ\r\n……だ、ダメなわけじゃ、ないけど……,……\r\n…… 아、안된 것이 아니지만……
ふゆの手料理は特別なんだから\r\nちゃーんとわかってるんでしょうね？,후유의 손요리는 특별한 것이니까\r\n짱이라고 알고 있겠지요?
意外と家庭的って、結構ポイント高いのよ？,의외로 가정적은、상당히 포인트 높은거야?
あははっ、仕事の時に上手く活かせたら、\r\nもっとふゆの人気が出るかもね！,아하핫、일때에 능숙하게 살릴 수 있으면、\r\n좀 더 후유의 인기가 있을지도 몰라!
あったりまえでしょ\r\nこれでもそこそこ得意なんだから,당연하겠지\r\n이것이라도 적당히 자신있는 것이니까
人を見かけで判断しないでよ\r\nあんた、プロデューサーでしょ？,사람을 외관으로 판단하지 말아 \r\n너、프로듀서겠지?
あー、あー……\r\nもう、声が上手く出ないんだけど,"아─, 아─……\r\n정말, 소리가 능숙하게 나오질 않는데"
ねえ、一週間後ボーカルレッスンしてもいい?,"저기, 일주일 후에 보컬레슨 해도 괜찮아 ?"
らーらーらー\r\n……どう？　ふゆの美声！,라ー라ー라ー\r\n…… 어때 ? 후유의 미성 !
みんなの前で披露できるのが楽しみね！,모두의 앞에서 선보이는 게 기다려지네 !
今週、ビジュアルレッスンさせて！,"이번 주, 비주얼 레슨 시켜줘 !"
ねえ、あんた\r\nなんかふゆに言うことない？,"저기, 너\r\n뭔가 후유에게 말할 거 없어 ?"
……はあ\r\nま、レッスンしなくても、ふゆは十分可愛いんだけど！,"…… 하아 \r\n뭐, 레슨 하지 않아도, 후유는 충분히 귀엽지만 !"
ねえ、今週ボーカルレッスンしてもいい?,"저기, 이번 주 보컬 레슨 해도 돼 ?"
今週ダンスレッスン、準備してよね！！,"이번 주 댄스 레슨, 준비해 ! !"
今日、トレーナーに褒められたの！,"오늘, 트래이너에게 칭찬받았어 !"
なんか、今日は調子がいいわ！\r\nダンスレッスンのおかげね！,"왠지, 오늘은 상태가 좋아 ! \r\n댄스 레슨 덕분이네 !"
わあ、あの子、すごく可愛いです……\r\nあっちの子は、スタイルいい……！,와아、그 아이、굉장히 귀엽습니다……\r\n저쪽의 아이는、스타일 좋다……!
（他のアイドルが気になってるみたいだな……）,(다른 아이돌이 신경이 쓰이고 있는 것 같다……)
はい！　他の人は他の人、ふゆはふゆですよね！\r\nふゆにしかできないこと……頑張って、やってきます！,네! 다른 사람은 다른 사람、후유는 후유가군요! \r\n후유 밖에 가능하지 않는 것…… 노력해、옵니다!
（よし、切り替えできたみたいだな）,(좋아、바꾸고 할 수 있던 것 같다)
そ、そうでしょうか……？\r\nでも、プロデューサーさんが言うなら、そうなんですよね！,그、그럴까요……? \r\n하지만、프로듀서씨가 말한다면、그렇네요!
（少しは前向きになれたかな）,(조금은 적극적으로 될 수 있었는지)
プロデューサーさん、ありがとうございます……\r\n……えへへ、そう言ってくれるとこ、優しいですね……,프로듀서씨、감사합니다……\r\n…… 에헤헤、그렇게 말해 주는 곳、상냥하네요……
（あんまり信じられてないみたいだ……）,(그다지 믿을 수 있지 않은 것 같다……)
ふゆの出番、もうすぐみたいです……！\r\n出番前のアドバイス、お願いします……！,후유의 차례、이제 곧 같습니다……! \r\n차례전의 어드바이스、부탁합니다……!
（アドバイスか……）,(어드바이스인가……)
はい！　ふゆの想いが届くように、審査員さんを見て……\r\nいっぱい、頑張ってきますね！,네! 후유의 생각이 닿도록(듯이)、심사원씨를 봐……\r\n가득、노력해 오네요!
（よし、いい笑顔だ）,(좋아、좋은 미소다)
ライバル……\r\nふゆにないところとか、きっと勉強になりますね！,라이벌……\r\n후유에게 없는 부분이라든지、반드시 공부가 되네요!
（まあ、上手くやれそうかな）,(뭐、능숙하게 할 수 있는 그럴까)
そ、そうですね……！\r\nレッスン通りにできれば……大丈夫ですよね……,그、그렇네요……! \r\n레슨 대로로 할 수 있으면…… 괜찮네요……
（もうちょっと違うことを\r\n言えばよかったかな……）,(좀 더 다른 것을\r\n말하면 좋았을까나……)
冬優子、合格おめでとう,후유코、합격 축하해
プロデューサーさんっ\r\nふゆのこと、見てくれましたか！？,프로듀서씨\r\n후유의 일、봐 주었습니까!?
ああ、すごくよかったよ,아아、굉장히 좋았어요
えへへっ！\r\nすっごく嬉しいです！,에헤헷! \r\n굉장히 기쁩니다!
審査員さんに褒められるのも嬉しいんですけど……\r\nふゆ、プロデューサーさんに褒められるのが一番好きです！,심사원씨에게 칭찬되어지는 것도 기쁩니다만……\r\n후유、프로듀서씨에게 칭찬되어지는 것이 제일 좋아합니다!
俺でいいのか……？,나로 좋은 것인지……?
プロデューサーさんが、いいんです！,프로듀서씨가、좋습니다!
だからこれからもふゆのこと、\r\nいーっぱい褒めてくださいね！,그러니까 앞으로도 후유의 일、\r\n가득 칭찬해 주세요!
冬優子、お疲れ様\r\nどうだった？,"후유코, 수고 했어\r\n어땠어 ?"
なんだか、ドキドキして……\r\n夢でも見てたみたいです……,"뭔가, 두근두근 해서……\r\n꿈에서 봤던 것 같아요……"
はは、夢みたいか\r\nでも、冬優子は立派にステージをこなしたんだぞ,"하하, 꿈 같은 거구나\r\n하지만, 후유코는 훌륭하게 스테이지를 소화했다구"
本当ですか？\r\nふゆ……ちゃんとできてましたか？,정말인가요 ? \r\n후유…… 제대로 했던 건가요 ?
ああ、もちろんだ\r\nきっと、色んな人に冬優子の笑顔が届くぞ,"아아, 물론이야\r\n분명, 여러 사람에게 후유코의 미소가 닿았을 거야"
色んな人に……\r\nえへへっ！　本当にそうなったら嬉しいです！,여러 사람에게……\r\n에헤헷 ! 정말로 그렇게 되면 기쁘겠네요 !
ふゆ、もっと色んな人に笑顔を届けたいです！\r\nそれで、みーんなに笑顔になってもらえたら……,"후유, 좀 더 여러 사람에게 미소를 전하고 싶어요! \r\n그래서, 모두를 미소짓게 만들 수 있다면……"
ふゆ、とってもとっても、嬉しいなって！,"후유, 무척 무척, 기쁠텐데 하고 !"
（冬優子の願いが叶うように……\r\n俺ももっと頑張らないとな！）,( 후유코의 소원이 이루어질 수 있도록……\r\n나도 좀 더 노력해야 해! )
いいよ,좋아.
ごめん,미안.
記憶力いいんだな,기억력 좋다
次はいつ食べる\r\nでしょう？,다음은 언제 먹는\r\n지요?
あさひもこれ\r\n好きなのか？,아사히도 이것\r\n를 좋아하는 것인가?
変なデザインだな,이상한 디자인이다
変わったデザインだな,바뀐 디자인이다
可愛いな,귀엽네
冬優子も\r\n可愛いんだからな,후유코도\r\n귀엽기 때문에
最年長なんだからな,최연장인 것이니까
期待してるんだからな,기대하고 있기 때문에
もっと甘くない方が\r\n好きだな,좀 더 달콤하지 않은 것이\r\n를 좋아하다
みんなにも\r\n食べてもらおう,모두에게도\r\n먹어 받자
美味しい！,맛있어!
もうちょっと\r\n自覚を持とうな,좀 더\r\n자각을 가지자
もっとすごいアイドルに\r\nなれるぞ,좀 더 굉장한 아이돌에\r\n될 수 있겠어
冬優子だってアイドルだ,후유코라도 아이돌이다
明日からは気を付けよう,내일부터는 조심하자
冬優子は優しいんだな,후유코는 상냥하다
本当はどうなんだ？,사실은 어때?
一緒に探していこう,함께 찾아 가자
色んな可能性がある,여러 가지 가능성이 있다
冬優子が望む\r\nアイドルになろう,후유코가 바라는\r\n아이돌이 되자
アイドルの仕事は\r\nつまらなかったか？,아이돌의 일은\r\n시시했는지?
今見せてるのは\r\n本当の冬優子か？,지금 보이고 있는 것은\r\n진정한 후유코인가?
そうじゃないかと\r\n思ってた,그렇지 않을까\r\n생각하고 있었다
おかえり,어서 오세요
頑張ったな,노력했군
これから頑張ろう,지금부터 노력하자
いきいきしてるな,생생 하고 있구나
俺も頑張らないとな,나도 노력하지 않으면
他人のことは気にするな,타인의 일은 신경쓰지마
冬優子だって負けてない,후유코라도 지지 않았다
冬優子も可愛いぞ,후유코도 귀여워
審査員を見つめよう,심사원을 응시하자
ライバルにも注目だ,라이벌에도 주목이다
自分のことだけ考えよう,자신의 일만 생각하자
やったっす！　合格できたっすよ！\r\nこれでまた『W.I.N.G.』へ一歩近づいたっす！,﻿했다입니다! 합격할 수 있던 것이에요! \r\n이것으로 또 『W.I.N.G.』에 한 걸음 가까워졌다입니다!
ああ、やったな、あさひ！,아아、했군、아사히!
はいっす！　最高のステージ、待ち遠しいっす！,네입니다! 최고의 스테이지、몹시 기다려 집니다!
さっそく、色々と研究するっすよ,즉시、다양하게 연구하는 거에요
はは、無理はしすぎないようにな,하하、무리는 너무 하지 않게
……まずは手の振りを大きくして……それで踏み込みも……\r\nうん……これならいいのが……,…… 우선은 손의 모습을 크게 해…… 그래서 발을 디딤도……\r\n응…… 이것이라면 좋은 것이……
（もう聞いちゃいないか、さすがの集中力だ）,(이제 (듣)묻지 않은지、과연 집중력이다)
この前、自分が出ている番組、\r\nまとめて見返してみたんすよ！,"이 전에, 제가 나오는 방송, \r\n정리해서 다시 봤슴다 !"
大事なことだな,소중한 거구나
それで、あさひのことだ\r\n何か新しい発見があったんだろう？,"그래서, 아사히의 일이니까\r\n뭔가 새로운 발견이 있던 거지 ?"
はいっす！\r\nカメラに映った時の自分と普段の自分,맞슴다 ! \r\n카메라에 비쳤을 때의 자신과 평상시의 자신
なんであんなに違って見えるんすかね,어째서 그렇게 달라 보일까요
今度カメラを分解してみようと思うっす！,이번에 카메라를 분해 해보려고 생각함다 !
お、おぉ、いいんじゃないか,"오, 오오, 괜찮잖아 "
勝った勝った～！　勝ったっすよ～！,이겼다 이겼다~! 이긴 것이에요~!
あさひ、おめでとう\r\n今までの成果が存分に出ていたよ,아사히、축하해\r\n지금까지의 성과가 마음껏 나와 있었어
わたしも大満足っす～！\r\nキラキラが目の前に見えてたっすよ～,나도 대만족입니다~! \r\n반짝반짝이 눈앞으로 보이고 있었던 것이에요~
はは、そうか\r\nきっとそれはファンの笑顔をあさひが引き出せてた証拠だな,하하、그런가\r\n반드시 그것은 아사히가 팬이 미소짓게 만든 증거다
キラキラの素……もっと見たいっす！,반짝반짝의 소…… 좀 더 보고 싶습니다!
ああ、決勝では最高のキラキラを見よう,아아、결승에서는 최고의 반짝반짝을 보자
もちろんっす！　絶対に見るっすよ！,물론입니다! 절대로 보는 거에요!
歌いたいっす！　プロデューサーさん！,노래하고 싶슴다 ! 프로듀서님 !
二週間後、ボーカルレッスン、お願いしたいっす！,"2주일 후, 보컬 레슨, 부탁하고 싶슴다 !"
やったっす～！　今からワクワクっす～♪,해냈슴다 ~ ! 벌써부터 두근두근함다 ~ ♪
え～！　つまんないっす～！\r\nむ～……,에 ~ ! 재미없슴다 ~ ! \r\n무 ~……
少し腹が減ったな、軽く弁当でも……,조금 배가 고팠군、가볍게 도시락이라도……
プロデューサーさん、前も食べてたっすよね、それ！,프로듀서씨、전도 먹고 있었던 것이군요、그것!
先週と、１か月前も同じだったっす！,지난 주와 1개월 전도 같았던입니다!
（よく覚えているな……）,(잘 기억하고 있구나……)
そーっすねぇ……今までのプロデューサーさんの\r\n食事サイクルからすると……,그렇게입니다…… 지금까지의 프로듀서씨의 \r\n식사 사이클로부터 하면……
わかったっす！　３週間後っすね！\r\n当たりっすよね！　ね！,알았다입니다! 3주간 다음에 무릎! \r\n적중이군요! 저기!
なんか覚えちゃうんすよね,뭔가 기억해 섬 응 군요
美味しそうだったからっすかね～？,맛있을 것 같았기 때문에일까요~?
そういうわけじゃないんすけど……,그런 것이 아닙니다만……
なんで気になっちゃうんすかね……うーん……,어째서 신경이 쓰여 섬 응 돈…… 응……
昨日テレビ見てたんすよ！\r\nそしたらやってたんすよ！　すごいダンス！,어제 TV봤슴다 ! \r\n그랬더니 하고 있었슴다 ! 굉장한 댄스 !
ダンスレッスン、一週間後にやっていいっすか？,"댄스 레슨, 일주일 후에 해도 괜찮슴까 ?"
ダンスレッスン、二週間後にやっていいっすか？,"댄스 레슨, 2주일 후에 해도 괜찮슴까 ?"
む～……！,무~……!
そんなにむくれてどうしたんだ？,그렇게 뾰롱통 해져 무슨일이야?
さっき、廊下で跳んでたら冬優子ちゃんに怒られたっす～,조금 전、복도에서 뛰고 있으면 동 유우코짱에게 혼났다입니다~
（なるほど、それで）,(과연、그래서)
ちょうど冬優子ちゃんが階段から上がってきたとこ\r\nだったっすよ,정확히 동 유우코짱이 계단으로부터 올라 온 곳\r\n였던 것이에요
……でも確かにそれがなきゃ転ぶとこだったっすね,…… 그렇지만 확실히 그것이 없으면 구르는 곳이었던 것이군요
明日、お礼言うっす！,내일、답례 말한다 입니다!
プロデューサーさんもそう言うんすね……,프로듀서씨도 그렇게 말하는 무릎……
でも、ふたりがそう言うなら止めとくっす,그렇지만、두 사람이 그렇게 말한다면 멈추어 두는입니다
いや、意味はあるんすよ！,아니、의미는 있습니다!
いいことがあって、思わずジャンプしちゃったんす！,좋은 일이 있어、무심코 점프 해 버린!
うわぁ～、周り、みんな見たことある人ばっかっす～,우와아~、돌아、모두 본 적 있는 사람뿐입니다~
（周りにプレッシャーを感じなければいいが）,(주위에 프레셔를 느끼지 않으면 좋겠지만)
はいっす！　わたしの番が来るまで\r\n徹底的に他の人を研究するっすよ～！,네입니다! 나의 차례가 올 때까지\r\n철저하게 다른 사람을 연구하는 거에요~!
（やはりあさひはそんなヤワじゃないよな）,(역시 아사히는 그런 야와가 아니구나)
ありがとっす！　早くステージに立ちたくて\r\nむしろワクワクしてるっすよ！,고마워요입니다! 빨리 스테이지에 서고 싶고\r\n오히려 두근두근 하고 있는 거에요!
（心配無用だったな）,(걱정 소용없었구나)
他の人を見るのもいい研究になると思うんすけど……,다른 사람을 보는 것도 좋은 연구가 된다고 생각하는 지만……
（間違ったアドバイスだったか）,(잘못한 어드바이스였는가)
うーん……今回はダメだったっすね……,으ー음……이번엔 안됐던 검다……
そんなに気を落とさなくていいぞ\r\n長くやっていればこういうこともあるさ,그렇게 낙심하지 않아도 괜찮아\r\n긴 시간동안 하다보면 이런 일도 있는거야
プロデューサーさんはなんだと思うっすか？,프로듀서님은 뭐라고 생각함까 ?
今回ダメだった原因\r\nわたしはやっぱりアピールのタイミングだと思うっす,이번에 안됐던 원인\r\n저는 역시 어필의 타이밍이라고 생각함다
確かに、今回のあさひは少しアピールをするタイミングが\r\nいつもと違ってたな,"확실히, 이번 아사히는 조금 어필을 하는 타이밍이\r\n평상시와는 달랐지"
そうなんすよ、変えてみたんすけど\r\n上手くいかなかったみたいっす,"맞슴다, 바꿔 본 거지만\r\n잘 되지 않았던 것 같슴다"
次の方法を考えないとダメっすね,다음 방법을 생각하지 않으면 안되겠네요
プロデューサーさん、ごめんっす！\r\nひとりで試してみたら転んじゃったっす,"프로듀서님, 죄송함다 ! \r\n혼자서 시험해 봤더니 넘어져 버렸슴다"
足、ちょっとだけ痛むっすね……,"다리, 조금이지만 아픔다……"
任せて……ください\r\nプロデューサーさん……！,맡겨…… 주세요\r\n프로듀서님……!
あさひ\r\n三次審査は……残念だが……,아사히\r\n삼차 심사는…… 유감이지만……
ダメ……だったんすか……,안돼…… 였던 것입니까……
わたし、何やってたんすかね……,나、뭐 하고 있던 것일까요……
プロデューサーさんの言う事\r\nもっとちゃんと聞いてたら……,프로듀서씨의 말하는 일\r\n좀 더 제대로 (듣)묻고 있으면……
……わたしがひとりで突っ走らなければ……,…… 내가 혼자서 힘차게 달리지 않으면……
もっと違う結果だったかもしれないのに,좀 더 다른 결과였을 지도 모르는데
いや、俺の方こそ、もっと早くに気付ければ……,아니、내 쪽이야말로、좀 더 빨리를 알아차릴 수 있으면……
……なんで、こんなに,…… 어째서、이렇게
なんでこんなに悲しいっすか？\r\nプロデューサーさん……,어째서 이렇게 슬픕니까? \r\n프로듀서씨……
どうした、さっきからじっと俺の首元を見て,어떻게 한、조금 전부터 가만히 나의 목 언저리를 봐
ネクタイってなんでするんすか？,넥타이라는건 무엇으로 합니까?
それはだな,그것은이다
なんだか、いつものプロデューサーさん\r\nじゃないみたいっす,무엇인가、평소의 프로듀서씨\r\n가 아닌 것 같습니다
あったほうがしっくりくるっすね！,있는 편이 잘 오는 것이군요!
なるほど、オシャレだったんすね……！,과연、멋졌던 것이군요……!
スーツだと、ネクタイがオシャレの決め手なんすね……,슈트라고、넥타이가 멋을냄의 결정적 수단이군요……
気を引き締めるため……うーん……,마음을 단단히 먹기 (위해)때문에…… 응……
ネクタイにそんな効果があるんすかねぇ\r\nよくわからないっす,넥타이에 그런 효과가 있는 비지 않는\r\n잘 모릅니다
ぶつかりそうに\r\nなったとか,부딪칠 것 같게\r\n되었다든가
意味のないことは\r\nやめた方がいいぞ,의미가 없는 것은\r\n그만두는 것이 좋아
それはそうだろう,그것은 그럴 것이다
楽しみだな,즐거움이다
あさひなら\r\n大丈夫だ,아사히라면\r\n괜찮다
集中しよう,집중하자
気を\r\n引き締めるためだ,기분을\r\n긴축시키기 (위해)때문이다
オシャレだ,멋지다
外すとこうなるぞ,제외하면 이렇게 되겠어
『可愛い』ってすっごく深いっす……！,『귀여움』이란 건 굉장히 심오함다…… !
プロデューサーさん、ありがとっす！\r\n今度『可愛い』について語りたいっす！,"프로듀서님, 감사함다 ! \r\n이번엔 『귀여움』에 대해서 말하고 싶슴다 !"
すごかったっすね！　プロデューサーさん！,굉장했슴다 ! 프로듀서님 !
お、おお、急にどうしたんだ,"오, 오오, 갑자기 무슨일이니"
見たことがない機械がいっぱいだったっすよ～！,본 적이 없는 기계가 가득했슴다 ~ !
見慣れないと新鮮だよな,낯설면 신선하구나
はいっす！\r\nプロデューサーさん、もう１回、見てきていいっすか！,"맞슴다 ! \r\n프로듀서님, 한번 더, 보고 와도 괜찮슴까 !"
あ、ああいいけど迷惑にならないように──,"아, 응 괜찮지만 민폐는 끼치게 않도록──"
やったっす～！　じゃあ見てくるっす！,해냈슴다 ~ ! 그럼 보고 오겠슴다 !
あ！　ちょっと待てって！,아 ! 조금 기다리라리까 !
（これじゃ、出演の感想を言うどころじゃないな……）,"(이래서야, 출연의 감상을 말하는 게 아니네……)"
プロデューサーさん、窓の外ちょっと見てほしいっす！,프로듀서씨、창 밖 조금 보기를 원합니다!
いいぞ、どうしたんだ？,좋아、무슨일이야?
あそこに見えるの、あれなんすかね？,저기에 보이는 것、저것일까요?
あれか……,저것인가……
謎の物体っすか！？\r\n……気になってきたっす！,수수께끼의 물체입니까!? \r\n…… 신경이 쓰여 왔다입니다!
プロデューサーさん！　近くまで見に行くっすよ！,프로듀서씨! 근처까지 보러 가는 거에요!
プロデューサーさんにもわからないんすね……,프로듀서씨에게도 모르네요……
ちょっと倉庫から双眼鏡持ってくるっす,조금 창고로부터 쌍안경 가져오는입니다
虫……っすか……,벌레…… 입니까……
面白くないっす～,재미있지 않습니다~
今週、ボーカルレッスン、お願いしたいっす！,"이번 주, 보컬 레슨, 부탁드리고 싶슴다 !"
思いっきり歌ったら、声の通りがよくなったって\r\n褒められたっすよ！,"마음껏 노래했더니, 소리의 느낌이 좋아졌다고\r\n칭찬받았슴다 !"
プロデューサーさんが予定、組んでくれた\r\nおかげっすね！,"프로듀서님이 예정을, 짜 준\r\n덕분임다 !"
難しい顔をしているな,어려운 얼굴을 하고 있구나
宇宙について考えてたら\r\nどんどんわからなくなってきたんすよ,우주에 대해 생각하고 있으면\r\n자꾸자꾸 모르게 되어 온 것이에요
（それはまたずいぶんと難しいことを……）,(그것은 또 대단히 어려운 일을……)
宇宙は確かにロマンっす！,우주는 확실히 로망입니다!
ロマン～♪　ロマン～♪,로망~♪로망~♪
いいんすか！　やったっす～！\r\n何かわかるかもしれないっすね！　そしたら！,좋습니까! 했다입니다~! \r\n뭔가 알지도 모르네요! 그렇게 하면!
今夜は星を見るっすよ！,오늘 밤은 별을 보는 거에요!
考えるほどわからなくなるんすね……うーん……,생각하는 만큼 모르게 되는군요…… 응……
『可愛い』って何なのか、もっと知りたいっす！,"『귀여움』이란 건 뭔지, 더욱 알고 싶슴다 !"
一週間後、ビジュアルレッスンしたいっす！,"일주일 후, 비주얼 레슨 하고 싶슴다 !"
あはは、これ、面白いっす～！,아하하、이것、재미있어요~!
お、マンガか,오、만화인가
はいっす！　昨日本屋で見つけたんすよ,네입니다! 어제 책방에서 찾아낸 것이에요
プロデューサーさんも知りたいっすか！,프로듀서씨도 알고 싶습니까!
じゃあじゃあ、\r\n終わったら貸すんで読んでほしいっす！,좍좍、\r\n끝나면 빌려 주기 때문에 읽기를 원합니다!
ホントっすか！,정말입니까!
じゃあ、わたしが読み終わったら、色々と話すっすよ！,그러면、내가 다 읽으면、다양하게 이야기하는 거에요!
今は、面白いところだからダメっす！,지금은、재미있는 곳이니까 안됩니다!
取っちゃ嫌っすよ！,취해서는 싫어요!
あ、プロデューサーさん、聞いてくださいっす,아、프로듀서씨、(들)물어 주세요입니다
ん？　どうしたんだ？,응? 무슨 일이야?
さっき、愛依ちゃんに頭なでられたんすよ,조금 전、메이짱에게 머리 어루만질 수 있던 것이에요
（仲がいいな）,(사이가 좋구나)
よくなでてくるんすよね、愛依ちゃん,좋게 어루만져 옵니다、메이짱
あはは、なんだかいい気持ちになるんすよね！,아하하、왠지 좋은 기분이 됩니다!
なでやすい……ふむふむ……,어루만지기 쉬운…… 흠흠……
高さ……？　頭の大きさ……\r\nそれとも他の何か……,높이……? 머리의 크기……\r\n그렇지 않으면 다른 무엇인가……
別に嫌じゃないっすよ！,별로 싫지 않아요!
もしかして、プロデューサーさんは\r\nなでられるの嫌なんすか……？,혹시、프로듀서씨는\r\n어루만질 수 있는 것 싫습니까……?
一週間後、ボーカルレッスン、お願いしたいっす！,"일주일 후, 보컬 레슨, 부탁하고 싶슴다 ! "
……う少し……ったのに……,…… 조금…… 의 것에……
最初のステップのキレ……？\r\nそれともサビ前の振り……？,최초의 스텝의 기민함……? \r\n그렇지 않으면 별로였던 앞의 동작……?
いや……それだけじゃ……\r\n表情……？　魅せ方……？,아니…… 그것뿐으로는……\r\n표정……? 매료 시키는 방법……?
あさひ、気持ちはわかる\r\n俺も悔しいが、とにかく今は戻ろう,아사히、기분은 아는\r\n나도 분하지만、어쨌든 지금은 돌아오자
……はいっす……,…… 네입니다……
あさひ、大丈夫か……？,아사히、괜찮은가……?
わたし、気持ちの整理がつかないっす,나、기분의 정리되지 않습니다
プロデューサーさん\r\nあの時、こうしていれば、ああしていれば,프로듀서씨\r\n그 때、이렇게 하고 있으면、저렇게 하고 있으면
そういうのが、頭の中で\r\nずっとぐるぐる回ってるんすよ,그러한 것이、머릿속에서\r\n쭉 빙빙 돌고 있습니다
……ああ、俺も同じだ,…… 아아、나도 같다
悔しいな……,분하구나……
悔しい……そうっす、悔しいっす,분하다고…… 합니다、분합니다
今、生まれてはじめて悔しいっす！,지금、태어나 처음 분합니다!
でも、だからこそ……次は絶対……\r\n絶対絶対、ぜったい！　やってみせるっす！,그렇지만、그러니까…… 다음은 절대……\r\n절대 절대、절대! 해 보이는입니다!
あ～、歌いたいっす～！\r\nプロデューサーさん、歌いたいっす～！,"아 ~ , 노래하고 싶슴다 ~ ! \r\n프로듀서님, 노래하고 싶슴다 ~ !"
ここで歌っちゃってもいいっすか！？,여기서 노래해 버려도 괜찮슴까 ! ?
プロデューサーさま\r\n凛世に、お任せください,프로듀서님\r\n린제에게、맡겨 주세요
ダンスレッスン、今週やっていいっすか？,"댄스 레슨, 이번 주 해도 됨까 ?"
踊れるようになったっす！　テレビで見たダンス！,춤출 수 있게 됐슴다! 텔레비전에서 본 댄스!
もしかしたら、自分のダンスにも生かせるかもっすね……\r\nありがとっす、プロデューサーさん！,"어쩌면, 제 댄스에도 살릴 수 있을지도 모르겠슴다……\r\n감사함다, 프로듀서님 !"
今週、ビジュアルレッスンしたいっす！,"이번 주, 비주얼 레슨이 하고 싶슴다!"
うーん……『可愛い』の謎は深まるばかりっすねぇ……,으ー음……『귀여움』의 수수께끼는 깊어지기만 하는 검다……
プロデューサーのために、頑張ってあげますー,프로듀서를 위해서、노력해 줍니다-
フォローもこなせるチョコアイドル、なので！,뒷바라지도 해낼 수 있는 초콜렛 아이돌、이므로!
プロデュ－サ－、ここはアタシがなんとかしてやる,프로듀서、여기는 내가 어떻게든 해 준다
私がなんとかしておくから\r\n仕事に集中なさいな,내가 어떻게든 해 두기 때문에\r\n일에 집중 하세요
甜花、フォロー、してみるね……,텐카、뒷바라지、해요……
ねえ、プロデューサー！　わたしの衣装、\r\n変なところはないかな？,저기、프로듀서! 나의 의상、\r\n이상한 곳은 없을까?
（めぐるの衣装は……）,(메구루의 의상은……)
良かったぁ！\r\n……あれ？　でも、それって褒めるほどじゃないってこと？,좋았다아! \r\n…… 어? 그렇지만、그 거 칭찬할 정도가 아니라는 것?
（ちょっと戸惑わせてしまった……\r\nしっかり褒めた方が良かったかもしれない）,(조금 당황하게 해 버린……\r\n확실히 칭찬하는 것이 좋았던 것일지도 모른다)
ありがとう！　プロデューサーが見てくれたなら安心だよ\r\nよーしっ、頑張るぞー！,고마워요! 프로듀서가 봐 주었다면 안심이야\r\n좋아、노력하겠어―!
（オーディションに向けて張り切っている\r\nどうやらしっかり自信を持てたようだ）,(오디션에 향하여 의욕에 넘쳐 있는\r\n아무래도 확실히 자신을 가질 수 있던 것 같다)
そっか！　ありがとー！\r\nそれじゃ、行ってくるねー！,그런가! 고마워요! \r\n그러면、갔다오네요─!
（元気にライブへ出ていった\r\nまあまあ調子が出たみたいだな）,(힘차게 라이브에 나간\r\n그저 상태가 나온 것 같다)
